0.280576, 0.700000, 10.171450, 14.000000
0.280576, 0.600000, 10.262453, 14.000000
2.262784, 0.300000, 10.121616, 14.000000
2.264192, 0.300000, 10.008286, 14.000000
2.262784, 0.000000, 10.381142, 14.000000
2.262784, 0.200000, 10.118580, 14.000000
2.262784, 0.100000, 10.414989, 14.000000
0.280640, 0.100000, 10.039901, 14.000000
0.786624, 0.600000, 10.061603, 14.000000
0.280640, 0.400000, 10.277725, 14.000000
2.721856, 0.300000, 10.447408, 14.000000
0.280640, 0.500000, 10.272367, 14.000000
2.721984, 0.100000, 10.294157, 14.000000
2.262848, 0.100000, 10.217416, 13.000000
2.263744, 0.300000, 10.129744, 14.000000
2.262848, 0.000000, 10.234468, 13.000000
0.283136, 0.300000, 10.028292, 14.000000
3.642496, 0.100000, 10.128047, 14.000000
3.642496, 0.000000, 10.073837, 14.000000
0.267840, 0.100000, 10.628164, 14.000000
0.268288, 0.600000, 10.005428, 14.000000
0.268032, 0.700000, 10.383018, 14.000000
2.728064, 0.200000, 10.120104, 13.000000
2.728000, 0.000000, 10.742923, 14.000000
2.730176, 0.000000, 10.015967, 14.000000
2.728064, 0.100000, 10.495455, 14.000000
2.728000, 0.200000, 10.575027, 14.000000
0.272768, 0.700000, 10.251022, 14.000000
2.728128, 0.100000, 10.021031, 13.000000
2.727936, 0.300000, 10.640131, 14.000000
2.729856, 0.300000, 10.220837, 14.000000
0.270464, 0.100000, 11.099078, 14.000000
0.272768, 0.100000, 10.809725, 14.000000
0.271296, 0.400000, 10.371765, 14.000000
0.270912, 0.500000, 11.041119, 14.000000
0.273344, 0.700000, 10.000249, 14.000000
1.785344, 0.100000, 10.490542, 14.000000
1.781760, 0.000000, 10.415525, 14.000000
1.785344, 0.000000, 10.554129, 14.000000
2.260864, 0.300000, 10.058659, 13.000000
1.293248, 0.300000, 10.363728, 14.000000
1.293888, 0.300000, 10.324521, 14.000000
1.291840, 0.200000, 10.416596, 14.000000
0.784320, 0.000000, 10.658528, 14.000000
0.784320, 0.100000, 10.224766, 14.000000
1.291840, 0.000000, 10.486077, 14.000000
1.291968, 0.000000, 10.640310, 14.000000
1.782208, 0.200000, 10.103755, 14.000000
1.291840, 0.100000, 10.361405, 14.000000
1.291968, 0.100000, 10.405166, 14.000000
2.721792, 0.500000, 10.385160, 14.000000
2.262144, 0.400000, 10.235394, 14.000000
2.262080, 0.700000, 10.449283, 14.000000
2.721856, 0.600000, 10.187078, 14.000000
